EVENT,BOUT,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,Win,win_loss_ratio
UFC Fight Night: Makhachev vs. Green,Ramiz Brahimaj vs. Micheal Gillmore,Ramiz Brahimaj,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7142857142857143
UFC Fight Night: Makhachev vs. Green,Rong Zhu vs. Ignacio Bahamondes,Ignacio Bahamondes,0.0,126.0,2.01,133.0,0.0,0.0,2.0,0.0,0,86.0,25.0,15.0,117.0,3.0,6.0,3,0.7368421052631579
UFC Fight Night: Makhachev vs. Green,Rong Zhu vs. Ignacio Bahamondes,Rong Zhu,0.0,48.0,1.1600000000000001,49.0,1.0,0.33,0.0,0.0,0,34.0,9.0,5.0,46.0,1.0,1.0,0,
UFC Fight Night: Makhachev vs. Green,Terrance McKinney vs. Fares Ziam,Fares Ziam,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.7777777777777778
UFC Fight Night: Makhachev vs. Green,Terrance McKinney vs. Fares Ziam,Terrance McKinney,0.0,3.0,0.75,13.0,0.0,0.0,1.0,0.0,0,2.0,1.0,0.0,0.0,0.0,3.0,1,0.7142857142857143
UFC Fight Night: Makhachev vs. Green,Victor Altamirano vs. Carlos Hernandez,Carlos Hernandez,0.0,84.0,1.46,90.0,2.0,0.66,0.0,0.0,0,56.0,18.0,10.0,61.0,21.0,2.0,3,0.8181818181818182
UFC Fight Night: Makhachev vs. Green,Victor Altamirano vs. Carlos Hernandez,Victor Altamirano,0.0,79.0,1.7000000000000002,92.0,1.0,1.0,0.0,0.0,0,32.0,42.0,5.0,69.0,10.0,0.0,0,0.8
UFC Fight Night: Makhachev vs. Moises,Alan Baudot vs. Rodrigo Nascimento,Alan Baudot,0.0,60.0,1.15,73.0,0.0,0.0,0.0,0.0,0,45.0,10.0,5.0,36.0,19.0,5.0,2,0.7272727272727273
UFC Fight Night: Makhachev vs. Moises,Alan Baudot vs. Rodrigo Nascimento,Rodrigo Nascimento,0.0,49.0,1.17,51.0,0.0,0.0,0.0,0.0,0,41.0,6.0,2.0,45.0,4.0,0.0,0,0.9166666666666666
UFC Fight Night: Makhachev vs. Moises,Amanda Lemos vs. Montserrat Conejo,Amanda Lemos,1.0,7.0,0.53,7.0,0.0,0.0,0.0,0.0,0,6.0,1.0,0.0,6.0,0.0,1.0,1,0.8125
UFC Fight Night: Makhachev vs. Moises,Amanda Lemos vs. Montserrat Conejo,Montserrat Conejo,0.0,3.0,0.42,3.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,3.0,0.0,0.0,0,
UFC Fight Night: Makhachev vs. Moises,Daniel Rodriguez vs. Preston Parsons,Daniel Rodriguez,0.0,45.0,0.54,46.0,0.0,0.0,0.0,0.0,0,36.0,2.0,7.0,38.0,1.0,6.0,1,0.8095238095238095
UFC Fight Night: Makhachev vs. Moises,Daniel Rodriguez vs. Preston Parsons,Preston Parsons,0.0,23.0,0.53,24.0,0.0,0.0,0.0,0.0,0,14.0,4.0,5.0,23.0,0.0,0.0,0,0.7142857142857143
UFC Fight Night: Makhachev vs. Moises,Francisco Figueiredo vs. Malcolm Gordon,Francisco Figueiredo,0.0,28.0,1.99,52.0,2.0,1.0,0.0,1.0,0,16.0,7.0,5.0,18.0,4.0,6.0,0,0.7222222222222222
UFC Fight Night: Makhachev vs. Moises,Francisco Figueiredo vs. Malcolm Gordon,Malcolm Gordon,0.0,46.0,2.15,100.0,2.0,0.41000000000000003,0.0,0.0,0,40.0,2.0,4.0,22.0,5.0,19.0,3,0.6666666666666666
UFC Fight Night: Makhachev vs. Moises,Gabriel Benitez vs. Billy Quarantillo,Billy Quarantillo,1.0,100.0,1.8800000000000001,179.0,3.0,1.1600000000000001,1.0,0.0,0,73.0,20.0,7.0,61.0,11.0,28.0,3,0.782608695652174
UFC Fight Night: Makhachev vs. Moises,Gabriel Benitez vs. Billy Quarantillo,Gabriel Benitez,1.0,57.0,1.53,67.0,0.0,0.0,1.0,1.0,0,38.0,13.0,6.0,44.0,6.0,7.0,0,0.6764705882352942
UFC Fight Night: Makhachev vs. Moises,Islam Makhachev vs. Thiago Moises,Islam Makhachev,0.0,61.0,2.56,148.0,3.0,1.83,1.0,1.0,0,28.0,31.0,2.0,22.0,27.0,12.0,4,0.9615384615384616
UFC Fight Night: Makhachev vs. Moises,Islam Makhachev vs. Thiago Moises,Thiago Moises,0.0,13.0,1.23,18.0,1.0,1.0,1.0,0.0,0,6.0,5.0,2.0,9.0,3.0,1.0,0,0.7083333333333334
UFC Fight Night: Makhachev vs. Moises,Jeremy Stephens vs. Mateusz Gamrot,Jeremy Stephens,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5957446808510638
UFC Fight Night: Makhachev vs. Moises,Jeremy Stephens vs. Mateusz Gamrot,Mateusz Gamrot,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.92
UFC Fight Night: Makhachev vs. Moises,Khalid Taha vs. Sergey Morozov,Khalid Taha,0.0,33.0,0.75,66.0,0.0,0.0,0.0,0.0,0,9.0,12.0,12.0,30.0,3.0,0.0,0,0.7222222222222222
UFC Fight Night: Makhachev vs. Moises,Khalid Taha vs. Sergey Morozov,Sergey Morozov,0.0,50.0,1.43,99.0,6.0,1.2,0.0,0.0,0,45.0,2.0,3.0,33.0,6.0,11.0,3,0.7916666666666666
UFC Fight Night: Makhachev vs. Moises,Marion Reneau vs. Miesha Tate,Marion Reneau,0.0,25.0,1.06,48.0,0.0,0.0,0.0,0.0,0,16.0,7.0,2.0,15.0,7.0,3.0,0,0.5294117647058824
UFC Fight Night: Makhachev vs. Moises,Marion Reneau vs. Miesha Tate,Miesha Tate,0.0,65.0,1.6099999999999999,110.0,3.0,1.5,0.0,0.0,0,44.0,16.0,5.0,32.0,8.0,25.0,3,0.6896551724137931
UFC Fight Night: Makhachev vs. Moises,Rodolfo Vieira vs. Dustin Stoltzfus,Dustin Stoltzfus,0.0,67.0,1.05,83.0,0.0,0.0,0.0,1.0,0,53.0,11.0,3.0,64.0,2.0,1.0,3,0.75
UFC Fight Night: Makhachev vs. Moises,Rodolfo Vieira vs. Dustin Stoltzfus,Rodolfo Vieira,0.0,49.0,2.1,52.0,3.0,1.5,1.0,0.0,0,42.0,2.0,5.0,49.0,0.0,0.0,0,0.8181818181818182
UFC Fight Night: Manuwa vs. Anderson,Arnold Allen vs. Makwan Amirkhani,Arnold Allen,0.0,32.0,1.35,75.0,3.0,1.0,1.0,0.0,0,27.0,5.0,0.0,16.0,2.0,14.0,3,0.9047619047619048
UFC Fight Night: Manuwa vs. Anderson,Arnold Allen vs. Makwan Amirkhani,Makwan Amirkhani,0.0,17.0,1.18,32.0,4.0,1.3,3.0,1.0,0,15.0,2.0,0.0,13.0,0.0,4.0,0,0.6538461538461539
UFC Fight Night: Manuwa vs. Anderson,Brad Pickett vs. Marlon Vera,Brad Pickett,0.0,51.0,1.4,65.0,2.0,1.33,0.0,0.0,0,42.0,4.0,5.0,38.0,1.0,12.0,0,0.6410256410256411
UFC Fight Night: Manuwa vs. Anderson,Brad Pickett vs. Marlon Vera,Marlon Vera,1.0,67.0,1.4,72.0,0.0,0.0,0.0,0.0,0,39.0,9.0,19.0,59.0,5.0,3.0,3,0.7241379310344828
UFC Fight Night: Manuwa vs. Anderson,Brad Scott vs. Scott Askham,Brad Scott,1.0,72.0,1.23,74.0,0.0,0.0,0.0,0.0,0,42.0,12.0,18.0,65.0,5.0,2.0,0,0.6470588235294118
UFC Fight Night: Manuwa vs. Anderson,Brad Scott vs. Scott Askham,Scott Askham,0.0,86.0,1.33,86.0,1.0,0.5,0.0,0.0,0,54.0,21.0,11.0,84.0,2.0,0.0,3,0.7777777777777778
UFC Fight Night: Manuwa vs. Anderson,Daniel Omielanczuk vs. Timothy Johnson,Daniel Omielanczuk,0.0,54.0,1.75,94.0,0.0,0.0,0.0,0.0,0,25.0,19.0,10.0,35.0,19.0,0.0,0,0.7037037037037037
UFC Fight Night: Manuwa vs. Anderson,Daniel Omielanczuk vs. Timothy Johnson,Timothy Johnson,0.0,52.0,1.4700000000000002,102.0,1.0,0.5,0.0,0.0,0,29.0,4.0,19.0,21.0,26.0,5.0,3,0.75
UFC Fight Night: Manuwa vs. Anderson,Darren Stewart vs. Francimar Barroso,Darren Stewart,0.0,31.0,1.36,55.0,1.0,0.33,0.0,0.0,0,13.0,7.0,11.0,16.0,14.0,1.0,3,0.6
UFC Fight Night: Manuwa vs. Anderson,Darren Stewart vs. Francimar Barroso,Francimar Barroso,0.0,28.0,1.37,46.0,7.0,1.25,0.0,0.0,0,14.0,8.0,6.0,17.0,10.0,1.0,0,0.7307692307692307
UFC Fight Night: Manuwa vs. Anderson,Gunnar Nelson vs. Alan Jouban,Alan Jouban,0.0,17.0,1.02,17.0,0.0,0.0,0.0,0.0,0,6.0,2.0,9.0,17.0,0.0,0.0,2,0.7083333333333334
UFC Fight Night: Manuwa vs. Anderson,Gunnar Nelson vs. Alan Jouban,Gunnar Nelson,0.0,8.0,0.73,17.0,1.0,0.5,1.0,0.0,0,7.0,1.0,0.0,3.0,1.0,4.0,0,0.7916666666666666
UFC Fight Night: Manuwa vs. Anderson,Jimi Manuwa vs. Corey Anderson,Corey Anderson,0.0,6.0,0.22,6.0,0.0,0.0,0.0,0.0,0,4.0,0.0,2.0,5.0,1.0,0.0,0,0.7368421052631579
UFC Fight Night: Manuwa vs. Anderson,Jimi Manuwa vs. Corey Anderson,Jimi Manuwa,1.0,6.0,0.46,6.0,0.0,0.0,0.0,0.0,0,5.0,0.0,1.0,6.0,0.0,0.0,1,0.7391304347826086
UFC Fight Night: Manuwa vs. Anderson,Joe Duffy vs. Reza Madadi,Joe Duffy,0.0,51.0,1.1,61.0,0.0,0.0,0.0,1.0,0,39.0,9.0,3.0,43.0,1.0,7.0,3,0.7619047619047619
UFC Fight Night: Manuwa vs. Anderson,Joe Duffy vs. Reza Madadi,Reza Madadi,0.0,28.0,1.3900000000000001,34.0,2.0,0.66,0.0,0.0,0,20.0,7.0,1.0,22.0,5.0,1.0,0,0.7
UFC Fight Night: Manuwa vs. Anderson,Leon Edwards vs. Vicente Luque,Leon Edwards,0.0,53.0,1.5,77.0,3.0,0.7,0.0,0.0,0,38.0,12.0,3.0,44.0,8.0,1.0,3,0.875
UFC Fight Night: Manuwa vs. Anderson,Leon Edwards vs. Vicente Luque,Vicente Luque,0.0,24.0,1.22,44.0,2.0,0.66,0.0,0.0,0,13.0,7.0,4.0,21.0,2.0,1.0,0,0.7096774193548387
UFC Fight Night: Manuwa vs. Anderson,Lina Lansberg vs. Lucie Pudilova,Lina Lansberg,0.0,80.0,1.6600000000000001,96.0,1.0,0.5,0.0,0.0,0,42.0,26.0,12.0,45.0,30.0,5.0,0,0.5555555555555556
UFC Fight Night: Manuwa vs. Anderson,Lina Lansberg vs. Lucie Pudilova,Lucie Pudilova,0.0,99.0,1.44,163.0,0.0,0.0,0.0,0.0,0,77.0,20.0,2.0,68.0,30.0,1.0,3,0.6086956521739131
UFC Fight Night: Manuwa vs. Anderson,Marc Diakiese vs. Teemu Packalen,Marc Diakiese,1.0,6.0,0.85,6.0,0.0,0.0,0.0,0.0,0,2.0,2.0,2.0,6.0,0.0,0.0,1,0.7083333333333334
UFC Fight Night: Manuwa vs. Anderson,Marc Diakiese vs. Teemu Packalen,Teemu Packalen,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.7272727272727273
UFC Fight Night: Marquardt vs Palhares,Brian Foster vs. Forrest Petz,Brian Foster,1.0,17.0,0.62,20.0,0.0,0.0,0.0,0.0,0,15.0,1.0,1.0,6.0,0.0,11.0,1,0.7297297297297297
UFC Fight Night: Marquardt vs Palhares,Brian Foster vs. Forrest Petz,Forrest Petz,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.7222222222222222
UFC Fight Night: Marquardt vs Palhares,Cole Miller vs. Ross Pearson,Cole Miller,1.0,24.0,0.65,24.0,1.0,0.33,1.0,0.0,0,18.0,3.0,3.0,23.0,0.0,1.0,0,0.65625
UFC Fight Night: Marquardt vs Palhares,Cole Miller vs. Ross Pearson,Ross Pearson,0.0,26.0,0.76,30.0,0.0,0.0,0.0,0.0,0,10.0,2.0,14.0,24.0,1.0,1.0,2,0.5555555555555556
UFC Fight Night: Marquardt vs Palhares,Efrain Escudero vs. Charles Oliveira,Charles Oliveira,0.0,35.0,1.2,60.0,2.0,1.33,1.0,0.0,0,9.0,9.0,17.0,31.0,4.0,0.0,3,0.7906976744186046
UFC Fight Night: Marquardt vs Palhares,Efrain Escudero vs. Charles Oliveira,Efrain Escudero,0.0,13.0,0.53,26.0,0.0,0.0,0.0,0.0,0,10.0,1.0,2.0,7.0,4.0,2.0,0,0.7
UFC Fight Night: Marquardt vs Palhares,Jared Hamman vs. Kyle Kingsbury,Jared Hamman,0.0,88.0,1.03,146.0,0.0,0.0,0.0,0.0,0,65.0,14.0,9.0,77.0,8.0,3.0,3,0.7
UFC Fight Night: Marquardt vs Palhares,Jared Hamman vs. Kyle Kingsbury,Kyle Kingsbury,0.0,79.0,1.12,88.0,9.0,2.05,0.0,0.0,0,48.0,10.0,21.0,72.0,5.0,2.0,0,0.6470588235294118
UFC Fight Night: Marquardt vs Palhares,Jim Miller vs. Gleison Tibau,Gleison Tibau,0.0,23.0,0.7,36.0,4.0,2.0,0.0,0.0,0,21.0,1.0,1.0,20.0,3.0,0.0,0,0.7021276595744681
UFC Fight Night: Marquardt vs Palhares,Jim Miller vs. Gleison Tibau,Jim Miller,0.0,29.0,0.75,44.0,0.0,0.0,2.0,0.0,0,13.0,7.0,9.0,25.0,4.0,0.0,3,0.6792452830188679
UFC Fight Night: Marquardt vs Palhares,Nate Marquardt vs. Rousimar Palhares,Nate Marquardt,0.0,13.0,0.37,18.0,0.0,0.0,1.0,0.0,0,12.0,0.0,1.0,4.0,0.0,9.0,1,0.6481481481481481
UFC Fight Night: Marquardt vs Palhares,Nate Marquardt vs. Rousimar Palhares,Rousimar Palhares,0.0,1.0,0.16,1.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.7037037037037037
UFC Fight Night: Marquardt vs Palhares,Rich Attonito vs. Rafael Natal,Rafael Natal,0.0,28.0,0.83,51.0,2.0,0.7,0.0,0.0,0,14.0,5.0,9.0,26.0,1.0,1.0,3,0.7
UFC Fight Night: Marquardt vs Palhares,Rich Attonito vs. Rafael Natal,Rich Attonito,1.0,25.0,0.88,46.0,0.0,0.0,0.0,0.0,0,15.0,2.0,8.0,14.0,1.0,10.0,0,0.6666666666666666
UFC Fight Night: Marquardt vs Palhares,TJ Waldburger vs. David Mitchell,David Mitchell,0.0,13.0,2.28,50.0,2.0,1.5,6.0,0.0,0,9.0,2.0,2.0,3.0,4.0,6.0,0,0.7586206896551724
UFC Fight Night: Marquardt vs Palhares,TJ Waldburger vs. David Mitchell,TJ Waldburger,0.0,37.0,1.96,69.0,6.0,2.66,7.0,3.0,0,32.0,1.0,4.0,3.0,3.0,31.0,3,0.64
UFC Fight Night: Marquardt vs Palhares,Tomasz Drwal vs. David Branch,David Branch,0.0,15.0,1.46,62.0,3.0,1.45,0.0,0.0,0,8.0,4.0,3.0,7.0,2.0,6.0,3,0.7857142857142857
UFC Fight Night: Marquardt vs Palhares,Tomasz Drwal vs. David Branch,Tomasz Drwal,0.0,10.0,0.77,19.0,0.0,0.0,0.0,0.0,0,7.0,2.0,1.0,9.0,1.0,0.0,0,0.8076923076923077
UFC Fight Night: Marquardt vs Palhares,Yves Edwards vs. John Gunderson,John Gunderson,0.0,15.0,0.8300000000000001,24.0,0.0,0.0,2.0,0.0,0,5.0,5.0,5.0,12.0,3.0,0.0,0,0.6862745098039216
UFC Fight Night: Marquardt vs Palhares,Yves Edwards vs. John Gunderson,Yves Edwards,0.0,54.0,1.3,98.0,1.0,1.0,1.0,0.0,0,42.0,9.0,3.0,20.0,4.0,30.0,3,0.65625
UFC Fight Night: Marreta vs. Anders,Alex Oliveira vs. Carlo Pedersoli Jr.,Alex Oliveira,0.0,7.0,0.7,10.0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,2.0,0.0,5.0,1,0.6470588235294118
UFC Fight Night: Marreta vs. Anders,Alex Oliveira vs. Carlo Pedersoli Jr.,Carlo Pedersoli Jr.,0.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,2.0,0.0,0.0,0,0.7857142857142857
UFC Fight Night: Marreta vs. Anders,Augusto Sakai vs. Chase Sherman,Augusto Sakai,0.0,111.0,1.45,125.0,1.0,1.0,0.0,0.0,0,81.0,21.0,9.0,69.0,30.0,12.0,3,0.7619047619047619
UFC Fight Night: Marreta vs. Anders,Augusto Sakai vs. Chase Sherman,Chase Sherman,0.0,79.0,1.35,84.0,0.0,0.0,0.0,0.0,0,37.0,24.0,18.0,73.0,6.0,0.0,0,0.5714285714285714
UFC Fight Night: Marreta vs. Anders,Charles Oliveira vs. Christos Giagos,Charles Oliveira,0.0,28.0,0.9199999999999999,28.0,2.0,1.33,1.0,0.0,0,13.0,7.0,8.0,25.0,1.0,2.0,2,0.7906976744186046
UFC Fight Night: Marreta vs. Anders,Charles Oliveira vs. Christos Giagos,Christos Giagos,0.0,18.0,0.43,20.0,0.0,0.0,0.0,0.0,0,13.0,3.0,2.0,16.0,1.0,1.0,0,0.6451612903225806
UFC Fight Night: Marreta vs. Anders,Elizeu Zaleski dos Santos vs. Luigi Vendramini,Elizeu Zaleski dos Santos,1.0,15.0,0.9299999999999999,15.0,0.0,0.0,0.0,0.0,0,8.0,2.0,5.0,9.0,3.0,3.0,2,0.7741935483870968
UFC Fight Night: Marreta vs. Anders,Elizeu Zaleski dos Santos vs. Luigi Vendramini,Luigi Vendramini,0.0,4.0,0.45,7.0,0.0,0.0,1.0,0.0,0,1.0,2.0,1.0,4.0,0.0,0.0,0,0.75
UFC Fight Night: Marreta vs. Anders,Francisco Trinaldo vs. Evan Dunham,Evan Dunham,0.0,25.0,0.5900000000000001,28.0,1.0,0.5,0.0,0.0,0,21.0,3.0,1.0,18.0,6.0,1.0,0,0.6666666666666666
UFC Fight Night: Marreta vs. Anders,Francisco Trinaldo vs. Evan Dunham,Francisco Trinaldo,1.0,28.0,0.8300000000000001,28.0,0.0,0.0,0.0,1.0,0,20.0,7.0,1.0,22.0,4.0,2.0,2,0.7567567567567568
UFC Fight Night: Marreta vs. Anders,Livinha Souza vs. Alex Chambers,Alex Chambers,0.0,4.0,0.44,4.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,3.0,1.0,0.0,0,0.5
UFC Fight Night: Marreta vs. Anders,Livinha Souza vs. Alex Chambers,Livinha Souza,0.0,10.0,0.55,10.0,1.0,1.0,1.0,0.0,0,7.0,1.0,2.0,6.0,2.0,2.0,1,0.7777777777777778
UFC Fight Night: Marreta vs. Anders,Luis Henrique vs. Ryan Spann,Luis Henrique,0.0,30.0,1.6,48.0,4.0,1.58,1.0,0.0,0,22.0,6.0,2.0,14.0,2.0,14.0,0,0.6666666666666666
UFC Fight Night: Marreta vs. Anders,Luis Henrique vs. Ryan Spann,Ryan Spann,0.0,46.0,1.58,50.0,0.0,0.0,1.0,1.0,0,38.0,8.0,0.0,23.0,5.0,18.0,3,0.7
UFC Fight Night: Marreta vs. Anders,Mayra Bueno Silva vs. Gillian Robertson,Gillian Robertson,0.0,11.0,0.61,17.0,1.0,0.33,0.0,0.0,0,10.0,1.0,0.0,2.0,1.0,8.0,1,0.6
UFC Fight Night: Marreta vs. Anders,Mayra Bueno Silva vs. Gillian Robertson,Mayra Bueno Silva,0.0,11.0,0.34,12.0,0.0,0.0,1.0,0.0,0,9.0,2.0,0.0,5.0,0.0,6.0,0,0.8333333333333334
UFC Fight Night: Marreta vs. Anders,Randa Markos vs. Marina Rodriguez,Marina Rodriguez,0.0,60.0,1.22,71.0,0.0,0.0,0.0,1.0,0,26.0,13.0,21.0,45.0,15.0,0.0,3,0.85
UFC Fight Night: Marreta vs. Anders,Randa Markos vs. Marina Rodriguez,Randa Markos,0.0,48.0,1.4,66.0,2.0,1.25,0.0,0.0,0,44.0,3.0,1.0,26.0,11.0,11.0,0,0.4782608695652174
UFC Fight Night: Marreta vs. Anders,Renan Barao vs. Andre Ewell,Andre Ewell,1.0,53.0,1.29,57.0,1.0,1.0,0.0,0.0,0,41.0,11.0,1.0,52.0,0.0,1.0,3,0.6538461538461539
UFC Fight Night: Marreta vs. Anders,Renan Barao vs. Andre Ewell,Renan Barao,0.0,44.0,1.33,67.0,3.0,1.5,2.0,0.0,0,23.0,12.0,9.0,26.0,2.0,16.0,0,0.7906976744186046
UFC Fight Night: Marreta vs. Anders,Sam Alvey vs. Rogerio Nogueira,Rogerio Nogueira,1.0,26.0,0.99,26.0,0.0,0.0,0.0,0.0,0,20.0,5.0,1.0,20.0,4.0,2.0,0,0.696969696969697
UFC Fight Night: Marreta vs. Anders,Sam Alvey vs. Rogerio Nogueira,Sam Alvey,0.0,34.0,0.8400000000000001,34.0,0.0,0.0,0.0,0.0,0,20.0,2.0,12.0,32.0,2.0,0.0,2,0.6470588235294118
UFC Fight Night: Marreta vs. Anders,Sergio Moraes vs. Ben Saunders,Ben Saunders,0.0,1.0,1.0,55.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,2,0.6285714285714286
UFC Fight Night: Marreta vs. Anders,Sergio Moraes vs. Ben Saunders,Sergio Moraes,0.0,2.0,1.5,17.0,2.0,2.0,2.0,0.0,0,2.0,0.0,0.0,0.0,0.0,2.0,0,0.7
UFC Fight Night: Marreta vs. Anders,Thales Leites vs. Hector Lombard,Hector Lombard,0.0,46.0,1.74,62.0,0.0,0.0,0.0,0.0,0,16.0,3.0,27.0,42.0,4.0,0.0,0,0.7727272727272727
UFC Fight Night: Marreta vs. Anders,Thales Leites vs. Hector Lombard,Thales Leites,0.0,54.0,1.33,60.0,2.0,1.5,0.0,0.0,0,26.0,18.0,10.0,45.0,9.0,0.0,3,0.7567567567567568
UFC Fight Night: Marreta vs. Anders,Thiago Santos vs. Eryk Anders,Eryk Anders,0.0,32.0,1.5,34.0,6.0,1.74,1.0,0.0,0,26.0,5.0,1.0,17.0,6.0,9.0,0,0.6521739130434783
UFC Fight Night: Marreta vs. Anders,Thiago Santos vs. Eryk Anders,Thiago Santos,0.0,100.0,1.94,115.0,1.0,1.0,0.0,1.0,0,65.0,25.0,10.0,41.0,46.0,13.0,3,0.6666666666666666
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Aaron Simpson,0.0,36.0,0.96,74.0,2.0,1.0,0.0,0.0,0,22.0,12.0,2.0,14.0,19.0,3.0,0,0.7058823529411765
UFC Fight Night: Maynard vs Diaz,Aaron Simpson vs. Tom Lawlor,Tom Lawlor,0.0,52.0,1.18,60.0,1.0,1.0,2.0,0.0,0,50.0,2.0,0.0,22.0,30.0,0.0,3,0.625
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Amir Sadollah,0.0,87.0,1.6600000000000001,95.0,2.0,2.0,0.0,0.0,0,40.0,29.0,18.0,57.0,12.0,18.0,3,0.5454545454545454
UFC Fight Night: Maynard vs Diaz,Amir Sadollah vs. Brad Blackburn,Brad Blackburn,0.0,37.0,0.52,67.0,0.0,0.0,0.0,0.0,0,19.0,7.0,11.0,31.0,6.0,0.0,0,0.5806451612903226
UFC Fight Night: Maynard vs Diaz,Chris Leben vs. Jay Silva,Chris Leben,0.0,60.0,1.81,181.0,2.0,2.0,2.0,0.0,0,48.0,5.0,7.0,9.0,7.0,44.0,3,0.6666666666666666
UFC Fight Night: Maynard vs Diaz,Chris Leben vs. Jay Silva,Jay Silva,0.0,15.0,0.88,32.0,0.0,0.0,0.0,0.0,0,13.0,2.0,0.0,11.0,4.0,0.0,0,0.47619047619047616
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Efrain Escudero,1.0,26.0,1.62,38.0,0.0,0.0,2.0,1.0,0,20.0,3.0,3.0,20.0,5.0,1.0,3,0.7
UFC Fight Night: Maynard vs Diaz,Evan Dunham vs. Efrain Escudero,Evan Dunham,0.0,22.0,0.42,48.0,3.0,1.5,1.0,0.0,0,19.0,3.0,0.0,10.0,0.0,12.0,0,0.6666666666666666
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,Gerald Harris,0.0,21.0,0.77,34.0,1.0,1.0,0.0,1.0,0,19.0,1.0,1.0,13.0,1.0,7.0,3,0.8214285714285714
UFC Fight Night: Maynard vs Diaz,Gerald Harris vs. John Salter,John Salter,0.0,7.0,0.2,29.0,1.0,1.0,0.0,0.0,0,7.0,0.0,0.0,7.0,0.0,0.0,0,0.8235294117647058
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Gray Maynard,0.0,41.0,0.88,53.0,0.0,0.0,0.0,0.0,0,29.0,11.0,1.0,34.0,7.0,0.0,0,0.65
UFC Fight Night: Maynard vs Diaz,Gray Maynard vs. Nate Diaz,Nate Diaz,0.0,70.0,0.84,77.0,0.0,0.0,0.0,0.0,0,49.0,9.0,12.0,67.0,3.0,0.0,3,0.6285714285714286
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Jesse Forbes,0.0,32.0,0.59,40.0,0.0,0.0,0.0,0.0,0,18.0,14.0,0.0,14.0,18.0,0.0,0,0.75
UFC Fight Night: Maynard vs Diaz,Nick Catone vs. Jesse Forbes,Nick Catone,0.0,32.0,0.91,65.0,2.0,0.4,0.0,0.0,0,15.0,9.0,8.0,19.0,12.0,1.0,3,0.7142857142857143
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Kyle Bradley,0.0,21.0,1.25,31.0,0.0,0.0,0.0,0.0,0,4.0,9.0,8.0,19.0,2.0,0.0,0,0.6129032258064516
UFC Fight Night: Maynard vs Diaz,Rafael Dos Anjos vs. Kyle Bradley,Rafael Dos Anjos,0.0,42.0,1.1600000000000001,99.0,5.0,2.16,2.0,0.0,0,37.0,1.0,4.0,15.0,2.0,25.0,3,0.6808510638297872
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Jesse Lennox,0.0,22.0,0.51,24.0,1.0,1.0,1.0,0.0,0,13.0,7.0,2.0,21.0,1.0,0.0,0,0.7777777777777778
UFC Fight Night: Maynard vs Diaz,Rick Story vs. Jesse Lennox,Rick Story,0.0,47.0,0.76,67.0,2.0,1.5,1.0,1.0,0,31.0,12.0,4.0,36.0,7.0,4.0,3,0.6785714285714286
UFC Fight Night: Maynard vs Diaz,Rory MacDonald vs. Mike Guymon,Mike Guymon,0.0,6.0,0.33,14.0,0.0,0.0,0.0,0.0,0,2.0,3.0,1.0,3.0,0.0,3.0,0,0.7142857142857143
UFC Fight Night: Maynard vs Diaz,Rory MacDonald vs. Mike Guymon,Rory MacDonald,0.0,8.0,0.42,23.0,2.0,0.66,2.0,0.0,0,7.0,1.0,0.0,5.0,1.0,2.0,1,0.8260869565217391
