EVENT,BOUT,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,Win,win_loss_ratio
The Ultimate Fighter: Heavyweights Finale,James McSweeney vs. Darrill Schoonover,James McSweeney,0.0,58.0,1.8199999999999998,103.0,1.0,0.5,2.0,2.0,0,40.0,14.0,4.0,17.0,10.0,31.0,3,0.5
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,Dennis Hallman,0.0,8.0,0.95,47.0,2.0,0.66,2.0,2.0,0,2.0,6.0,0.0,1.0,1.0,6.0,0,0.726027397260274
The Ultimate Fighter: Heavyweights Finale,John Howard vs. Dennis Hallman,John Howard,1.0,14.0,1.63,69.0,2.0,1.0,0.0,0.0,0,7.0,4.0,3.0,7.0,0.0,7.0,3,0.6486486486486487
The Ultimate Fighter: Heavyweights Finale,Jon Madsen vs. Justin Wren,Jon Madsen,0.0,26.0,0.75,26.0,0.0,0.0,0.0,0.0,0,20.0,6.0,0.0,23.0,3.0,0.0,3,0.8
The Ultimate Fighter: Heavyweights Finale,Jon Madsen vs. Justin Wren,Justin Wren,0.0,17.0,0.3,17.0,0.0,0.0,0.0,0.0,0,5.0,9.0,3.0,12.0,5.0,0.0,0,0.8666666666666667
The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson vs. Houston Alexander,Houston Alexander,0.0,43.0,1.8599999999999999,61.0,0.0,0.0,0.0,0.0,0,11.0,0.0,32.0,40.0,1.0,2.0,3,0.53125
The Ultimate Fighter: Heavyweights Finale,Kevin Ferguson vs. Houston Alexander,Kevin Ferguson,0.0,27.0,1.17,36.0,4.0,2.0,1.0,0.0,0,23.0,4.0,0.0,12.0,4.0,11.0,0,0.7142857142857143
The Ultimate Fighter: Heavyweights Finale,Mark Bocek vs. Joe Brammer,Joe Brammer,0.0,3.0,0.15,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,3.0,0.0,0.0,0,0.7
The Ultimate Fighter: Heavyweights Finale,Mark Bocek vs. Joe Brammer,Mark Bocek,0.0,6.0,0.37,15.0,2.0,1.0,1.0,0.0,0,1.0,4.0,1.0,1.0,5.0,0.0,1,0.7058823529411765
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,Jon Jones,0.0,44.0,0.5,55.0,1.0,1.0,0.0,0.0,0,33.0,7.0,4.0,9.0,2.0,33.0,1,0.9642857142857143
The Ultimate Fighter: Heavyweights Finale,Matt Hamill vs. Jon Jones,Matt Hamill,0.0,5.0,0.29,7.0,0.0,0.0,0.0,0.0,0,2.0,0.0,3.0,5.0,0.0,0.0,0,0.6
The Ultimate Fighter: Heavyweights Finale,Matt Mitrione vs. Marcus Jones,Marcus Jones,0.0,10.0,0.55,10.0,3.0,0.75,1.0,0.0,0,6.0,1.0,3.0,6.0,4.0,0.0,0,0.6666666666666666
The Ultimate Fighter: Heavyweights Finale,Matt Mitrione vs. Marcus Jones,Matt Mitrione,1.0,14.0,1.1099999999999999,17.0,0.0,0.0,0.0,0.0,0,6.0,4.0,4.0,5.0,6.0,3.0,2,0.7058823529411765
The Ultimate Fighter: Heavyweights Finale,Roy Nelson vs. Brendan Schaub,Brendan Schaub,0.0,12.0,0.25,14.0,0.0,0.0,0.0,0.0,0,12.0,0.0,0.0,9.0,3.0,0.0,1,0.6666666666666666
The Ultimate Fighter: Heavyweights Finale,Roy Nelson vs. Brendan Schaub,Roy Nelson,1.0,8.0,0.22,9.0,1.0,0.5,0.0,0.0,0,8.0,0.0,0.0,7.0,0.0,1.0,0,0.6111111111111112
The Ultimate Fighter: Live Finale,Cristiano Marcello vs. Sam Sicilia,Cristiano Marcello,0.0,39.0,0.83,39.0,0.0,0.0,0.0,0.0,0,32.0,6.0,1.0,39.0,0.0,0.0,2,0.6842105263157895
The Ultimate Fighter: Live Finale,Cristiano Marcello vs. Sam Sicilia,Sam Sicilia,0.0,33.0,0.7000000000000001,42.0,0.0,0.0,0.0,0.0,0,23.0,10.0,0.0,23.0,2.0,8.0,0,0.6521739130434783
The Ultimate Fighter: Live Finale,Daron Cruickshank vs. Chris Tickle,Chris Tickle,0.0,16.0,1.2,52.0,1.0,0.33,2.0,1.0,0,11.0,3.0,2.0,11.0,1.0,4.0,0,0.5
The Ultimate Fighter: Live Finale,Daron Cruickshank vs. Chris Tickle,Daron Cruickshank,0.0,17.0,1.7,59.0,4.0,1.5,0.0,2.0,0,11.0,3.0,3.0,8.0,0.0,9.0,3,0.6428571428571429
The Ultimate Fighter: Live Finale,Jake Ellenberger vs. Martin Kampmann,Jake Ellenberger,1.0,19.0,0.72,27.0,0.0,0.0,0.0,0.0,0,15.0,2.0,2.0,13.0,4.0,2.0,2,0.6739130434782609
The Ultimate Fighter: Live Finale,Jake Ellenberger vs. Martin Kampmann,Martin Kampmann,1.0,13.0,0.78,16.0,0.0,0.0,0.0,0.0,0,10.0,3.0,0.0,6.0,6.0,1.0,0,0.7407407407407407
The Ultimate Fighter: Live Finale,Joe Proctor vs. Jeremy Larsen,Jeremy Larsen,0.0,13.0,0.44,13.0,0.0,0.0,0.0,0.0,0,8.0,5.0,0.0,13.0,0.0,0.0,1,0.6153846153846154
The Ultimate Fighter: Live Finale,Joe Proctor vs. Jeremy Larsen,Joe Proctor,1.0,10.0,0.35,13.0,0.0,0.0,0.0,0.0,0,8.0,1.0,1.0,7.0,1.0,2.0,0,0.6875
The Ultimate Fighter: Live Finale,John Albert vs. Erik Perez,Erik Perez,0.0,18.0,0.69,59.0,0.0,0.0,1.0,1.0,0,8.0,7.0,3.0,11.0,2.0,5.0,1,0.7391304347826086
The Ultimate Fighter: Live Finale,John Albert vs. Erik Perez,John Albert,0.0,6.0,0.25,25.0,0.0,0.0,2.0,0.0,0,3.0,2.0,1.0,4.0,2.0,0.0,0,0.5454545454545454
The Ultimate Fighter: Live Finale,Jonathan Brookins vs. Charles Oliveira,Charles Oliveira,0.0,42.0,1.1400000000000001,48.0,1.0,0.5,1.0,0.0,0,21.0,10.0,11.0,32.0,8.0,2.0,2,0.7906976744186046
The Ultimate Fighter: Live Finale,Jonathan Brookins vs. Charles Oliveira,Jonathan Brookins,0.0,27.0,0.69,27.0,1.0,1.0,1.0,0.0,0,22.0,4.0,1.0,22.0,5.0,0.0,0,0.6153846153846154
The Ultimate Fighter: Live Finale,Justin Lawrence vs. John Cofer,John Cofer,0.0,36.0,0.72,39.0,2.0,1.0,0.0,0.0,0,20.0,11.0,5.0,31.0,5.0,0.0,0,0.6666666666666666
The Ultimate Fighter: Live Finale,Justin Lawrence vs. John Cofer,Justin Lawrence,1.0,54.0,1.06,59.0,1.0,0.33,0.0,0.0,0,44.0,8.0,2.0,46.0,5.0,3.0,3,0.7142857142857143
The Ultimate Fighter: Live Finale,Max Holloway vs. Pat Schilling,Max Holloway,1.0,118.0,1.28,119.0,0.0,0.0,0.0,0.0,0,86.0,30.0,2.0,105.0,8.0,5.0,3,0.78125
The Ultimate Fighter: Live Finale,Max Holloway vs. Pat Schilling,Pat Schilling,0.0,27.0,0.75,27.0,0.0,0.0,0.0,0.0,0,19.0,5.0,3.0,27.0,0.0,0.0,0,0.7142857142857143
The Ultimate Fighter: Live Finale,Michael Chiesa vs. Al Iaquinta,Al Iaquinta,0.0,8.0,0.5,8.0,0.0,0.0,0.0,0.0,0,6.0,1.0,1.0,8.0,0.0,0.0,0,0.6666666666666666
The Ultimate Fighter: Live Finale,Michael Chiesa vs. Al Iaquinta,Michael Chiesa,0.0,9.0,0.6,9.0,1.0,0.33,1.0,0.0,0,5.0,1.0,3.0,9.0,0.0,0.0,1,0.72
The Ultimate Fighter: Live Finale,Myles Jury vs. Chris Saunders,Chris Saunders,0.0,6.0,0.22,6.0,1.0,1.0,0.0,0.0,0,1.0,0.0,5.0,6.0,0.0,0.0,0,0.6666666666666666
The Ultimate Fighter: Live Finale,Myles Jury vs. Chris Saunders,Myles Jury,0.0,12.0,0.24,12.0,0.0,0.0,1.0,0.0,0,5.0,2.0,5.0,12.0,0.0,0.0,1,0.8095238095238095
The Ultimate Fighter: Redemption Finale,Angela Hill vs. Ashley Yoder,Angela Hill,0.0,47.0,1.47,65.0,1.0,1.0,0.0,0.0,0,20.0,5.0,22.0,41.0,3.0,3.0,3,0.5517241379310345
The Ultimate Fighter: Redemption Finale,Angela Hill vs. Ashley Yoder,Ashley Yoder,0.0,26.0,0.7,54.0,3.0,2.25,0.0,0.0,0,11.0,9.0,6.0,25.0,1.0,0.0,0,0.47058823529411764
The Ultimate Fighter: Redemption Finale,Brad Tavares vs. Elias Theodorou,Brad Tavares,0.0,31.0,1.07,34.0,1.0,1.0,0.0,1.0,0,18.0,8.0,5.0,17.0,14.0,0.0,0,0.6896551724137931
The Ultimate Fighter: Redemption Finale,Brad Tavares vs. Elias Theodorou,Elias Theodorou,0.0,34.0,1.37,64.0,3.0,1.0,0.0,0.0,0,18.0,6.0,10.0,20.0,13.0,1.0,3,0.8421052631578947
The Ultimate Fighter: Redemption Finale,Dhiego Lima vs. Jesse Taylor,Dhiego Lima,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,3.0,0,0.6538461538461539
The Ultimate Fighter: Redemption Finale,Dhiego Lima vs. Jesse Taylor,Jesse Taylor,0.0,21.0,1.8599999999999999,50.0,2.0,0.66,2.0,1.0,0,21.0,0.0,0.0,1.0,0.0,20.0,2,0.6739130434782609
The Ultimate Fighter: Redemption Finale,Ed Herman vs. CB Dollaway,CB Dollaway,0.0,54.0,2.23,111.0,6.0,2.0,1.0,1.0,0,38.0,5.0,11.0,15.0,7.0,32.0,3,0.6538461538461539
The Ultimate Fighter: Redemption Finale,Ed Herman vs. CB Dollaway,Ed Herman,0.0,24.0,1.2799999999999998,48.0,1.0,1.0,3.0,1.0,0,21.0,3.0,0.0,13.0,1.0,10.0,0,0.627906976744186
The Ultimate Fighter: Redemption Finale,Gray Maynard vs. Teruto Ishihara,Gray Maynard,0.0,16.0,2.07,37.0,11.0,3.0,2.0,0.0,0,8.0,8.0,0.0,1.0,3.0,12.0,3,0.65
The Ultimate Fighter: Redemption Finale,Gray Maynard vs. Teruto Ishihara,Teruto Ishihara,0.0,8.0,1.76,14.0,0.0,0.0,0.0,0.0,0,3.0,5.0,0.0,4.0,3.0,1.0,0,0.5882352941176471
The Ultimate Fighter: Redemption Finale,James Krause vs. Tom Gallicchio,James Krause,0.0,106.0,1.7000000000000002,113.0,0.0,0.0,0.0,0.0,0,102.0,3.0,1.0,105.0,1.0,0.0,3,0.7567567567567568
The Ultimate Fighter: Redemption Finale,James Krause vs. Tom Gallicchio,Tom Gallicchio,0.0,53.0,0.79,57.0,1.0,0.33,0.0,0.0,0,24.0,17.0,12.0,51.0,2.0,0.0,0,0.6551724137931034
The Ultimate Fighter: Redemption Finale,Jared Cannonier vs. Nick Roehrick,Jared Cannonier,0.0,84.0,1.6600000000000001,86.0,1.0,1.0,0.0,0.0,0,75.0,5.0,4.0,57.0,18.0,9.0,3,0.7391304347826086
The Ultimate Fighter: Redemption Finale,Jared Cannonier vs. Nick Roehrick,Nick Roehrick,0.0,28.0,0.52,29.0,0.0,0.0,0.0,0.0,0,22.0,6.0,0.0,25.0,3.0,0.0,0,0.875
The Ultimate Fighter: Redemption Finale,Jordan Johnson vs. Marcel Fortuna,Jordan Johnson,0.0,42.0,0.9,47.0,2.0,0.8300000000000001,0.0,0.0,0,39.0,3.0,0.0,35.0,1.0,6.0,0,1.0
The Ultimate Fighter: Redemption Finale,Jordan Johnson vs. Marcel Fortuna,Marcel Fortuna,0.0,53.0,1.53,62.0,0.0,0.0,0.0,0.0,0,28.0,14.0,11.0,51.0,2.0,0.0,3,0.75
The Ultimate Fighter: Redemption Finale,Marc Diakiese vs. Drakkar Klose,Drakkar Klose,0.0,39.0,1.52,84.0,3.0,1.75,0.0,0.0,0,10.0,10.0,19.0,25.0,9.0,5.0,3,0.875
The Ultimate Fighter: Redemption Finale,Marc Diakiese vs. Drakkar Klose,Marc Diakiese,0.0,34.0,1.32,63.0,2.0,0.66,0.0,1.0,0,12.0,16.0,6.0,24.0,8.0,2.0,0,0.7083333333333334
The Ultimate Fighter: Redemption Finale,Michael Johnson vs. Justin Gaethje,Justin Gaethje,0.0,104.0,1.19,104.0,0.0,0.0,0.0,0.0,0,62.0,6.0,36.0,77.0,27.0,0.0,2,0.8620689655172413
The Ultimate Fighter: Redemption Finale,Michael Johnson vs. Justin Gaethje,Michael Johnson,0.0,91.0,0.9299999999999999,91.0,1.0,1.0,0.0,0.0,0,47.0,40.0,4.0,78.0,12.0,1.0,0,0.5365853658536586
The Ultimate Fighter: Redemption Finale,Tecia Torres vs. Juliana Lima,Juliana Lima,0.0,6.0,0.33999999999999997,14.0,1.0,0.5,0.0,0.0,0,1.0,2.0,3.0,3.0,3.0,0.0,0,0.6428571428571429
The Ultimate Fighter: Redemption Finale,Tecia Torres vs. Juliana Lima,Tecia Torres,0.0,15.0,1.2,26.0,0.0,0.0,1.0,0.0,0,5.0,4.0,6.0,8.0,6.0,1.0,2,0.6842105263157895
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway vs. Dustin Neace,Bryan Caraway,0.0,23.0,0.87,32.0,3.0,2.0,1.0,0.0,0,13.0,2.0,8.0,22.0,0.0,1.0,2,0.7
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Bryan Caraway vs. Dustin Neace,Dustin Neace,0.0,18.0,0.64,35.0,0.0,0.0,1.0,0.0,0,10.0,4.0,4.0,15.0,0.0,3.0,0,0.5434782608695652
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Diego Brandao vs. Dennis Bermudez,Dennis Bermudez,1.0,25.0,0.32,31.0,1.0,1.0,0.0,0.0,0,22.0,3.0,0.0,11.0,4.0,10.0,1,0.6538461538461539
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Diego Brandao vs. Dennis Bermudez,Diego Brandao,1.0,19.0,0.48,23.0,1.0,1.0,1.0,0.0,0,10.0,7.0,2.0,15.0,2.0,2.0,0,0.6666666666666666
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Dustin Pague vs. John Albert,Dustin Pague,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,3.0,0.0,0.0,0,0.5217391304347826
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Dustin Pague vs. John Albert,John Albert,1.0,21.0,0.61,36.0,0.0,0.0,0.0,0.0,0,19.0,1.0,1.0,7.0,0.0,14.0,1,0.5454545454545454
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Louis Gaudinot vs. Johnny Bedford,Johnny Bedford,1.0,82.0,1.74,155.0,4.0,1.32,0.0,0.0,0,50.0,29.0,3.0,10.0,19.0,53.0,3,0.6176470588235294
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Louis Gaudinot vs. Johnny Bedford,Louis Gaudinot,0.0,6.0,0.6,18.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0,2.0,4.0,0.0,0,0.6666666666666666
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Marcus Brimage vs. Stephen Bass,Marcus Brimage,0.0,88.0,1.34,99.0,1.0,1.0,0.0,0.0,0,61.0,13.0,14.0,79.0,9.0,0.0,3,0.5
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Marcus Brimage vs. Stephen Bass,Stephen Bass,0.0,73.0,1.62,78.0,0.0,0.0,0.0,0.0,0,39.0,24.0,10.0,59.0,13.0,1.0,0,0.8461538461538461
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Michael Bisping vs. Jason Miller,Jason Miller,0.0,27.0,0.64,38.0,1.0,0.5,0.0,0.0,0,17.0,8.0,2.0,20.0,4.0,3.0,0,0.696969696969697
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Michael Bisping vs. Jason Miller,Michael Bisping,0.0,102.0,1.4700000000000002,150.0,0.0,0.0,0.0,0.0,0,86.0,12.0,4.0,65.0,11.0,26.0,3,0.7692307692307693
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Roland Delorme vs. Josh Ferguson,Josh Ferguson,0.0,34.0,1.42,50.0,0.0,0.0,0.0,1.0,0,25.0,7.0,2.0,27.0,2.0,5.0,0,0.6666666666666666
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Roland Delorme vs. Josh Ferguson,Roland Delorme,1.0,36.0,2.13,86.0,2.0,1.25,2.0,1.0,0,16.0,15.0,5.0,21.0,8.0,7.0,3,0.6428571428571429
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Steven Siler vs. Josh Clopton,Josh Clopton,0.0,43.0,2.04,84.0,4.0,1.32,0.0,0.0,0,18.0,13.0,12.0,17.0,20.0,6.0,0,0.75
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Steven Siler vs. Josh Clopton,Steven Siler,0.0,72.0,1.46,133.0,0.0,0.0,2.0,0.0,0,36.0,30.0,6.0,22.0,50.0,0.0,3,0.6444444444444445
The Ultimate Fighter: Team Bisping vs Team Miller Finale,TJ Dillashaw vs. John Dodson,John Dodson,1.0,7.0,0.29,8.0,0.0,0.0,0.0,0.0,0,6.0,0.0,1.0,5.0,0.0,2.0,1,0.6470588235294118
The Ultimate Fighter: Team Bisping vs Team Miller Finale,TJ Dillashaw vs. John Dodson,TJ Dillashaw,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,2.0,0.0,0.0,0,0.782608695652174
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Tony Ferguson vs. Yves Edwards,Tony Ferguson,0.0,61.0,0.79,62.0,1.0,1.0,1.0,0.0,0,38.0,6.0,17.0,54.0,7.0,0.0,3,0.7428571428571429
The Ultimate Fighter: Team Bisping vs Team Miller Finale,Tony Ferguson vs. Yves Edwards,Yves Edwards,0.0,45.0,0.88,45.0,0.0,0.0,0.0,0.0,0,28.0,7.0,10.0,45.0,0.0,0.0,0,0.65625
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Colton Smith vs. Mike Ricci,Colton Smith,0.0,15.0,2.48,88.0,7.0,1.33,1.0,0.0,0,3.0,1.0,11.0,4.0,4.0,7.0,3,0.6363636363636364
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Colton Smith vs. Mike Ricci,Mike Ricci,0.0,9.0,1.78,10.0,0.0,0.0,0.0,1.0,0,6.0,2.0,1.0,5.0,0.0,4.0,0,0.6875
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Dustin Poirier vs. Jonathan Brookins,Dustin Poirier,0.0,35.0,0.47,38.0,0.0,0.0,1.0,0.0,0,28.0,4.0,3.0,13.0,22.0,0.0,1,0.7837837837837838
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Dustin Poirier vs. Jonathan Brookins,Jonathan Brookins,0.0,26.0,0.48,26.0,0.0,0.0,0.0,0.0,0,20.0,6.0,0.0,12.0,14.0,0.0,0,0.6153846153846154
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Jared Papazian vs. Tim Elliott,Jared Papazian,0.0,36.0,1.09,46.0,0.0,0.0,0.0,1.0,0,28.0,5.0,3.0,30.0,4.0,2.0,0,0.6060606060606061
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Jared Papazian vs. Tim Elliott,Tim Elliott,1.0,36.0,1.68,189.0,7.0,1.5,4.0,0.0,0,26.0,7.0,3.0,27.0,4.0,5.0,3,0.6060606060606061
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Johnny Bedford vs. Marcos Vinicius,Johnny Bedford,2.0,34.0,1.12,45.0,1.0,1.0,0.0,0.0,0,27.0,4.0,3.0,16.0,3.0,15.0,2,0.6176470588235294
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Johnny Bedford vs. Marcos Vinicius,Marcos Vinicius,0.0,4.0,0.52,5.0,0.0,0.0,1.0,0.0,0,2.0,0.0,2.0,3.0,1.0,0.0,0,0.6764705882352942
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Pyle vs. James Head,James Head,0.0,13.0,0.52,15.0,0.0,0.0,0.0,0.0,0,7.0,6.0,0.0,5.0,8.0,0.0,1,0.6923076923076923
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Pyle vs. James Head,Mike Pyle,1.0,9.0,0.52,9.0,0.0,0.0,0.0,0.0,0,7.0,1.0,1.0,2.0,2.0,5.0,0,0.6585365853658537
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Rio vs. John Cofer,John Cofer,0.0,31.0,1.62,57.0,0.0,0.0,0.0,3.0,0,19.0,9.0,3.0,20.0,7.0,4.0,0,0.6666666666666666
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Rio vs. John Cofer,Mike Rio,0.0,30.0,1.31,67.0,4.0,1.2,1.0,0.0,0,15.0,5.0,10.0,19.0,10.0,1.0,3,0.6666666666666666
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Pat Barry vs. Shane del Rosario,Pat Barry,1.0,11.0,1.47,11.0,0.0,0.0,0.0,0.0,0,8.0,0.0,3.0,11.0,0.0,0.0,0,0.5333333333333333
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Pat Barry vs. Shane del Rosario,Shane del Rosario,0.0,14.0,0.63,33.0,1.0,0.25,2.0,0.0,0,1.0,8.0,5.0,4.0,10.0,0.0,2,0.8461538461538461
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Reuben Duran vs. Hugo Viana,Hugo Viana,3.0,22.0,0.56,26.0,0.0,0.0,0.0,0.0,0,18.0,4.0,0.0,17.0,0.0,5.0,1,0.6666666666666666
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Reuben Duran vs. Hugo Viana,Reuben Duran,0.0,8.0,0.26,8.0,0.0,0.0,0.0,0.0,0,4.0,3.0,1.0,5.0,3.0,0.0,0,0.6111111111111112
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Roy Nelson vs. Matt Mitrione,Matt Mitrione,0.0,13.0,0.46,13.0,0.0,0.0,0.0,0.0,0,9.0,3.0,1.0,10.0,3.0,0.0,0,0.7058823529411765
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Roy Nelson vs. Matt Mitrione,Roy Nelson,1.0,23.0,0.43,23.0,0.0,0.0,0.0,0.0,0,22.0,0.0,1.0,19.0,0.0,4.0,1,0.6111111111111112
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,TJ Waldburger vs. Nick Catone,Nick Catone,0.0,10.0,1.6,14.0,1.0,0.5,0.0,1.0,0,6.0,1.0,3.0,1.0,4.0,5.0,0,0.7142857142857143
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,TJ Waldburger vs. Nick Catone,TJ Waldburger,1.0,13.0,1.51,14.0,1.0,0.2,4.0,0.0,0,10.0,2.0,1.0,3.0,3.0,7.0,2,0.64
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Vinc Pichel vs. Rustam Khabilov,Rustam Khabilov,0.0,13.0,0.68,19.0,5.0,0.83,0.0,0.0,0,12.0,1.0,0.0,0.0,2.0,11.0,1,0.8571428571428571
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Vinc Pichel vs. Rustam Khabilov,Vinc Pichel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8235294117647058
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis vs. Josh Rafferty,Alex Karalexis,0.0,6.0,0.5,12.0,0.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,6.0,1,0.625
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis vs. Josh Rafferty,Josh Rafferty,0.0,1.0,0.33,2.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.5294117647058824
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben vs. Jason Thacker,Chris Leben,0.0,27.0,0.67,34.0,1.0,1.0,0.0,0.0,0,21.0,6.0,0.0,0.0,1.0,26.0,1,0.6666666666666666
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben vs. Jason Thacker,Jason Thacker,0.0,1.0,0.33,3.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Diego Sanchez vs. Kenny Florian,Diego Sanchez,0.0,14.0,0.66,14.0,1.0,0.5,0.0,0.0,0,13.0,1.0,0.0,0.0,2.0,12.0,1,0.7045454545454546
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Diego Sanchez vs. Kenny Florian,Kenny Florian,0.0,2.0,0.5,5.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0,0.7
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Forrest Griffin vs. Stephan Bonnar,Forrest Griffin,0.0,88.0,1.42,96.0,2.0,0.66,1.0,0.0,0,62.0,16.0,10.0,51.0,33.0,4.0,3,0.7307692307692307
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Forrest Griffin vs. Stephan Bonnar,Stephan Bonnar,0.0,57.0,1.12,64.0,0.0,0.0,0.0,0.0,0,55.0,1.0,1.0,43.0,14.0,0.0,0,0.625
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck vs. Chris Sanford,Chris Sanford,0.0,1.0,0.5,3.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.8333333333333334
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck vs. Chris Sanford,Josh Koscheck,0.0,14.0,0.82,27.0,2.0,1.0,0.0,0.0,0,13.0,0.0,1.0,2.0,0.0,12.0,1,0.6071428571428571
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick vs. Alex Schoenauer,Alex Schoenauer,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.6
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick vs. Alex Schoenauer,Mike Swick,1.0,7.0,0.53,7.0,0.0,0.0,0.0,0.0,0,6.0,0.0,1.0,7.0,0.0,0.0,1,0.7142857142857143
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Nate Quarry vs. Lodune Sincaid,Lodune Sincaid,0.0,10.0,0.29,10.0,0.0,0.0,0.0,0.0,0,3.0,0.0,7.0,10.0,0.0,0.0,0,0.625
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Nate Quarry vs. Lodune Sincaid,Nate Quarry,0.0,36.0,0.43,36.0,0.0,0.0,0.0,0.0,0,26.0,8.0,2.0,36.0,0.0,0.0,1,0.75
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Rich Franklin vs. Ken Shamrock,Ken Shamrock,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6222222222222222
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Rich Franklin vs. Ken Shamrock,Rich Franklin,0.0,23.0,0.63,25.0,0.0,0.0,0.0,0.0,0,20.0,3.0,0.0,6.0,0.0,17.0,1,0.8055555555555556
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger vs. Bobby Southworth,Bobby Southworth,0.0,21.0,0.71,81.0,1.0,0.5,0.0,0.0,0,6.0,1.0,14.0,19.0,1.0,1.0,3,0.625
